start time, request type, latency, response code
2023-02-04 17:01:06, POST, 57, 200, 
2023-02-04 17:01:06, POST, 57, 200, 
2023-02-04 17:01:06, POST, 57, 200, 
2023-02-04 17:01:06, POST, 56, 200, 
2023-02-04 17:01:06, POST, 58, 200, 
2023-02-04 17:01:06, POST, 56, 200, 
2023-02-04 17:01:06, POST, 56, 200, 
2023-02-04 17:01:06, POST, 46, 200, 
2023-02-04 17:01:06, POST, 47, 200, 
2023-02-04 17:01:06, POST, 46, 200, 
2023-02-04 17:01:06, POST, 46, 200, 
2023-02-04 17:01:06, POST, 46, 200, 
2023-02-04 17:01:06, POST, 47, 200, 
2023-02-04 17:01:06, POST, 47, 200, 
2023-02-04 17:01:06, POST, 47, 200, 
2023-02-04 17:01:06, POST, 46, 200, 
2023-02-04 17:01:06, POST, 45, 200, 
2023-02-04 17:01:06, POST, 45, 200, 
2023-02-04 17:01:06, POST, 45, 200, 
2023-02-04 17:01:06, POST, 42, 200, 
2023-02-04 17:01:06, POST, 40, 200, 
2023-02-04 17:01:06, POST, 40, 200, 
2023-02-04 17:01:06, POST, 41, 200, 
2023-02-04 17:01:06, POST, 41, 200, 
2023-02-04 17:01:06, POST, 41, 200, 
2023-02-04 17:01:06, POST, 41, 200, 
2023-02-04 17:01:06, POST, 42, 200, 
2023-02-04 17:01:06, POST, 42, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 32, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 27, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 27, 200, 
2023-02-04 17:01:06, POST, 25, 200, 
2023-02-04 17:01:06, POST, 27, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 32, 200, 
2023-02-04 17:01:06, POST, 33, 200, 
2023-02-04 17:01:06, POST, 28, 200, 
2023-02-04 17:01:06, POST, 26, 200, 
2023-02-04 17:01:06, POST, 25, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 29, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 30, 200, 
2023-02-04 17:01:06, POST, 32, 200, 
2023-02-04 17:01:06, POST, 31, 200, 
2023-02-04 17:01:06, POST, 31, 200, 
2023-02-04 17:01:06, POST, 32, 200, 
2023-02-04 17:01:06, POST, 31, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 101, 200, 
2023-02-04 17:01:06, POST, 101, 200, 
2023-02-04 17:01:06, POST, 101, 200, 
2023-02-04 17:01:06, POST, 92, 200, 
2023-02-04 17:01:06, POST, 92, 200, 
2023-02-04 17:01:06, POST, 64, 200, 
2023-02-04 17:01:06, POST, 65, 200, 
2023-02-04 17:01:06, POST, 65, 200, 
2023-02-04 17:01:06, POST, 65, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 68, 200, 
2023-02-04 17:01:06, POST, 67, 200, 
2023-02-04 17:01:06, POST, 63, 200, 
2023-02-04 17:01:06, POST, 67, 200, 
2023-02-04 17:01:06, POST, 63, 200, 
2023-02-04 17:01:06, POST, 63, 200, 
2023-02-04 17:01:06, POST, 63, 200, 
2023-02-04 17:01:06, POST, 66, 200, 
2023-02-04 17:01:06, POST, 63, 200, 
2023-02-04 17:01:06, POST, 62, 200, 
2023-02-04 17:01:06, POST, 62, 200, 
